incident_id,attack_type,target_sector,incident_date,severity_level,reported_location,estimated_loss_usd
922,Phishing,Banking,2024-08-19,Medium,NY,4403864.47
923,Ransomware,Healthcare,2023-01-20,Medium,CA,244169.65
924,DDoS,Healthcare,2023-07-29,Low,TX,1007735.35
925,Malware,Retail,2024-02-23,Medium,IL,260952.31
926,Malware,Banking,2024-09-18,Medium,OH,2223777.49
927,Phishing,Banking,2024-04-14,Low,PA,617603.05
928,Ransomware,Healthcare,2023-06-04,Critical,MI,4870048.25
929,Phishing,Education,2023-07-26,Low,NY,614196.6
930,Malware,Government,2023-01-05,Critical,CA,154730.26
931,DDoS,Banking,2024-06-13,High,NY,2469121.11
932,Phishing,Banking,2024-03-15,Low,NC,1054152.07
933,Malware,Retail,2023-06-07,Medium,TX,2147833.08
934,Ransomware,Banking,2024-03-26,Medium,NC,576983.46
935,SQL Injection,Education,2023-07-22,Medium,IL,1409113.81
936,Phishing,Retail,2024-05-24,Low,NY,3677507.02
937,Ransomware,Education,2023-11-29,Low,OH,1400246.89
938,DDoS,Education,2023-03-24,Low,TX,966129.9
939,DDoS,Banking,2023-10-19,Low,PA,458088.6
940,Phishing,Education,2023-07-31,Critical,NY,3400222.98
941,SQL Injection,Education,2023-11-11,Low,MI,1271738.63
942,Ransomware,Healthcare,2024-08-29,Critical,TX,1296085.99
943,Ransomware,Healthcare,2023-01-17,High,CA,745030.83
944,Ransomware,Retail,2024-03-27,Medium,IL,2196987.15
945,Phishing,Education,2023-03-28,High,CA,3326884.42
946,Phishing,Banking,2024-09-08,Low,TX,4020322.25
947,Ransomware,Government,2024-10-15,High,FL,4633808.65
948,Phishing,Retail,2023-05-19,Low,FL,2772474.97
949,Ransomware,Healthcare,2023-02-23,Low,TX,3310831.49
950,Phishing,Retail,2023-05-13,Critical,OH,130832.39
951,Ransomware,Education,2023-05-06,Low,NY,4525192.27
952,Phishing,Retail,2023-10-26,Medium,CA,1480161.22
953,SQL Injection,Banking,2023-09-25,Medium,NY,1581846.43
954,Phishing,Healthcare,2023-03-11,Low,NY,3811329.8
955,Ransomware,Retail,2023-06-12,Medium,OH,448609.04
956,SQL Injection,Government,2024-06-10,High,FL,4842841.77
957,Malware,Banking,2024-12-18,Medium,CA,4171496.69
958,Phishing,Education,2024-08-05,Low,NY,662399.09
959,Ransomware,Education,2024-01-13,Low,CA,604294.71
960,Ransomware,Government,2023-03-08,High,GA,2047967.74
961,Ransomware,Banking,2024-06-04,Low,CA,554859.84
962,Ransomware,Government,2023-09-24,Critical,NY,2337485.35
963,Malware,Healthcare,2023-05-28,Medium,TX,3892815.82
964,Phishing,Education,2024-11-19,Medium,NY,1159633.99
965,SQL Injection,Healthcare,2023-05-31,Low,GA,1935322.82
966,Ransomware,Education,2023-05-03,Critical,GA,417035.39
967,Ransomware,Banking,2023-06-24,Low,OH,925697.35
968,Phishing,Healthcare,2023-04-24,High,IL,4835140.52
969,Malware,Government,2024-10-27,Low,OH,3414974.09
970,Ransomware,Education,2023-09-01,Low,TX,4651711.27
971,Malware,Banking,2024-12-29,Critical,NY,2955265.34
972,Phishing,Education,2024-03-03,High,NY,398818.61
973,DDoS,Government,2023-04-17,Medium,TX,4225108.34
974,Phishing,Healthcare,2024-03-31,Low,CA,149018.88
975,Phishing,Retail,2023-06-28,Low,IL,4073317.13
976,Malware,Banking,2023-12-02,Low,NY,1953808.23
977,SQL Injection,Retail,2023-03-20,Medium,PA,717108.33
978,Phishing,Retail,2024-04-23,High,NC,3332822.16
979,Ransomware,Healthcare,2024-10-22,Low,CA,3092968.97
980,Ransomware,Education,2023-04-05,Low,TX,2243871.27
981,Ransomware,Retail,2024-05-12,Critical,FL,4033017.4
982,Malware,Government,2023-11-04,Medium,PA,4353047.36
983,SQL Injection,Banking,2024-11-07,Critical,IL,4930915.03
984,Malware,Education,2023-01-31,High,TX,2013242.62
985,SQL Injection,Education,2024-06-26,Critical,OH,1760724.44
986,Malware,Education,2024-03-09,Low,IL,609581.07
987,Phishing,Retail,2023-08-22,Low,NY,4953066.42
988,Phishing,Education,2023-09-29,Critical,TX,4678655.01
989,Phishing,Retail,2024-06-06,Medium,MI,4695155.35
990,Ransomware,Retail,2024-10-10,Critical,OH,2037469.76
991,Phishing,Banking,2024-12-01,Critical,NY,3860924.43
992,Phishing,Government,2024-12-13,High,NY,1941137.74
993,Ransomware,Banking,2023-01-01,Low,NY,163236.28
994,Ransomware,Retail,2024-02-13,Medium,CA,1981131.82
995,Ransomware,Government,2023-06-27,Low,MI,4794621.75
996,DDoS,Government,2023-03-05,Low,PA,2611701.82
997,Malware,Education,2024-07-26,High,FL,3368995.91
998,Ransomware,Education,2023-06-11,Medium,TX,51132.41
999,Malware,Banking,2024-06-23,High,NY,2528032.3
1000,Phishing,Healthcare,2024-10-06,Low,OH,3763976.97
